TCGA-06-0675-11A-32R-A36H-07	TCGA-06-0678-11A-32R-A36H-07	TCGA-06-AABW-11A-31R-A36H-07	TCGA-06-0680-11A-32R-A36H-07	TCGA-06-0681-11A-41R-A36H-07
TMEM150A	333	211	450	241	226
TMEM150B	0	0	0	0	0
TMEM150C	1421	757	841	1398	1127
TMEM151A	4189	5016	12878	4254	4924
TMEM151B	9526	6764	1729	11055	8369
TMEM154	18	25	46	24	26
TMEM155	2987	2000	790	2731	2809
TMEM156	48	57	143	51	83
TMEM171	18	49	392	17	22
TMEM174	0	0	0	0	0
TMEM176A	646	440	959	444	460
TMEM176B	1200	864	1331	743	616
TMEM179B	469	532	1455	462	649
TMEM179	234	195	146	296	282
TMEM187	239	134	431	217	226
TMEM190	0	0	0	0	0
TMEM191A	97	42	44	40	102
TMEM194A	517	401	686	586	503
TMEM195	2	11	48	9	9
TMEM196	793	292	191	670	985
TMEM200A	873	329	207	751	942
TMEM204	282	160	227	171	178
TMEM213	0	1	0	0	0
TMEM215	271	527	67	152	316
TMEM216	147	135	208	157	188
TMEM217	11	28	42	18	22
TMEM218	180	217	603	187	281
TMEM233	282	758	253	352	186
TMEM27	3	46	30	10	9
TMEM35	3608	2028	901	4284	3983
TMEM37	23	13	109	14	17
TMEM38A	1991	1792	526	1714	1244
TMEM39A	161	221	510	167	195
TMEM45A	38	56	263	31	44
TMEM51	229	360	316	250	305
TMEM52	45	33	32	33	35
TMEM56	3287	2270	1537	2998	2831
TMEM59L	24018	21418	8018	23048	24827
TMEM63A	820	2578	16870	1366	2620
TMEM63C	2475	2460	723	2465	1926
TMEM67	328	287	111	423	339
TMEM71	5	12	13	20	20
TMEM72	0	0	0	0	0
TMEM88B	6	78	806	22	108
TMEM8A	1135	981	1357	1164	1244
TMEM8C	0	13	0	0	0
TMEM92	2	4	4	0	0
TMEM97	1107	637	603	1132	864
TMEM99	147	172	277	118	181
TMOD4	1	1	5	0	0
TMPO	1568	1287	1756	1442	1320
TMPRSS11D	0	0	0	0	0
TMPRSS2	3	13	0	0	0
TMPRSS7	1	0	0	0	0
TMPRSS9	7	3	12	9	7
TMTC1	4127	4295	1154	5048	3131
TMTC2	934	2099	7178	1240	1363
TMTC4	1379	2181	11785	1359	1964
TMX1	997	1136	2073	1027	1045
TNC	772	3106	4623	583	883
TNFAIP8L1	928	712	264	987	768
TNFAIP8L2	63	85	208	68	79
TNFAIP8	46	71	105	31	71
TNFRSF10B	505	777	461	464	549
TNFRSF10C	4	12	9	8	7
TNFRSF11A	318	117	30	261	183
TNFRSF12A	66	973	129	51	185
TNFRSF13B	0	0	0	0	0
TNFRSF19	133	165	173	159	177
TNFRSF1A	1713	2983	2027	1330	1576
TNFRSF1B	891	1018	746	653	1065
TNFRSF21	4428	2832	4191	4290	3672
TNFRSF9	0	0	0	0	0
TNFSF13B	61	14	22	28	9
TNFSF8	18	28	23	17	31
TNFSF9	108	176	199	129	158
TNIP2	312	477	707	352	410
TNIP3	31	32	35	31	11
TNMD	1	3	0	1	3
TNNI1	0	0	0	0	0
TNNI2	0	0	1	2	1
TNNT1	405	367	201	521	468
TNNT2	273	148	18	340	189
TNN	15	70	7	31	18
TNR	2309	2675	412	2947	972
TNXB	1013	1165	574	1165	775
TOLLIP	18512	18635	6277	16705	16904
TOP2A	44	4	37	24	7
TOX3	705	358	287	595	753
TP53I11	6431	14479	1769	5481	4278
TP53I13	377	358	724	345	475
TP53I3	122	98	100	107	101
TP53INP1	492	311	951	471	423
TP53TG1	183	132	504	173	208
TP53TG5	1	42	577	7	19
TP53	341	994	810	397	547
TP63	12	5	2	8	7
TP73	6	8	41	12	8
TPD52	6974	6126	7848	6951	6824
TPH1	2	2	2	4	0
TPH2	50	44	6	79	16
TPM2	948	669	608	951	1229
TPPP2	0	1	1	1	0
TPPP	25790	33162	58376	26668	28763
TPRG1L	10027	9600	4203	9307	9089
TPRG1	4	4	2	3	5
TPRKB	303	269	444	261	288
TPSG1	0	0	0	0	0
TPST1	1237	2033	1736	1063	1108
TPT1	25160	27606	33518	24410	30601
TPTE2P3	4	8	1	4	3
TPX2	196	204	114	169	192
TRAF3IP2	432	966	462	445	485
TRAF3IP3	28	29	107	53	43
TRAF4	665	971	2359	694	986
TRAIP	85	42	55	66	59
TRAM1	2224	2573	5258	2084	2576
TRAM2	455	490	310	466	401
TRANK1	2135	1043	463	2180	2124
TRAPPC10	4281	4870	9998	4358	4106
TRAPPC6B	4544	4129	2380	4389	4476
TRAT1	1	0	1	0	1
TRDN	5	13	14	12	8
TREM1	1	17	0	3	20
TREM2	407	448	1056	335	741
TREML1	5	12	21	6	20
TREML2	0	0	0	1	3
TREML3	0	0	0	0	0
TRHDE	2261	1631	277	2224	1593
TRH	39	58	42	17	63
TRIB2	3066	3670	1793	2971	2725
TRIB3	222	164	82	193	349
TRIM14	922	669	505	622	577
TRIM17	462	128	81	522	472
TRIM21	241	151	233	108	123
TRIM22	1484	586	845	675	719
TRIM24	1426	1405	2159	1322	1255
TRIM29	13	12	5	7	3
TRIM2	16938	17213	33885	18763	17689
TRIM36	2143	2672	1003	2079	1647
TRIM38	115	161	161	122	184
TRIM3	2134	1781	1801	2301	2051
TRIM46	1770	943	967	1757	1532
TRIM47	1061	2845	2423	983	1096
TRIM48	0	0	0	0	0
TRIM4	806	789	877	768	767
TRIM50	1	1	1	3	0
TRIM54	65	68	22	55	58
TRIM56	160	175	320	136	95
TRIM58	101	52	51	131	149
TRIM59	79	566	4901	191	745
TRIM5	108	163	171	64	86
TRIM63	5	2	121	3	5
TRIM67	362	307	251	433	322
TRIM6	20	22	57	14	25
TRIM72	26	7	11	14	15
TRIML2	9	93	6	6	5
TRIOBP	771	905	1548	898	623
TRIP10	206	466	289	204	214
TRIP13	100	95	53	112	165
TRIP6	728	1061	1678	824	827
TRNP1	1707	1920	507	1814	1574
TROAP	3	2	3	1	1
TRPC2	1	0	0	2	0
TRPC5	293	273	45	327	131
TRPM2	3203	2044	826	3194	2448
TRPM6	95	200	1452	88	183
TRPM8	5	82	3	10	3
TRPT1	316	300	746	337	372
TRPV3	56	108	322	85	103
TRPV4	1	4	3	4	7
TRPV5	0	2	35	0	3
TRPV6	112	131	263	116	111
TSC22D4	4465	5243	16512	4200	5881
TSEN34	764	673	1003	664	820
TSGA10IP	0	0	2	0	2
TSGA13	0	0	0	0	0
TSHR	3	6	15	4	1
TSKU	247	771	262	303	250
TSLP	5	18	1	1	9
TSPAN10	0	6	14	3	5
TSPAN11	334	509	624	751	351
TSPAN12	236	376	204	291	214
TSPAN15	558	1453	8784	588	1355
TSPAN18	396	311	297	332	217
TSPAN19	4	12	18	5	15
TSPAN2	91	689	61	209	134
TSPAN31	1721	2318	3301	1685	1854
TSPAN3	15741	14523	19166	15515	18552
TSPAN4	348	463	347	392	400
TSPAN5	2100	1835	2079	2123	1756
TSPAN6	570	408	482	554	486
TSPAN8	12	12	697	6	4
TSPO2	0	0	0	0	0
TSPO	697	792	1994	501	656
TSPY2	0	0	0	0	0
TSPYL1	26072	23640	7766	24181	29793
TSPYL2	17041	17462	5558	15122	17073
TSPYL4	20078	17873	7615	19308	20388
TSPYL5	3497	3054	1958	3463	3076
TSSK3	32	19	84	36	24
TSTD1	656	383	218	470	429
TTBK2	1334	1076	732	1681	712
TTC18	156	95	121	181	168
TTC21A	174	62	124	191	166
TTC22	5	1	2	9	7
TTC23	307	333	829	285	324
TTC24	1	2	0	1	0
TTC25	67	66	53	63	47
TTC26	80	65	30	75	42
TTC27	253	272	481	277	332
TTC29	3	4	2	1	1
TTC31	203	231	772	262	267
TTC36	1	2	4	2	4
TTC7B	6639	6006	2639	6537	5447
TTC9B	2587	2371	864	2539	2749
TTC9	2891	2125	802	2733	2613
TTK	9	4	4	9	5
TTLL11	382	333	1061	349	308
TTLL6	21	13	17	28	9
TTLL7	3052	3132	6032	3285	2256
TTLL9	51	108	238	65	90
TTPA	25	20	26	22	26
TTR	2	0	0	0	1
TUBA1C	344	921	357	571	354
TUBA4A	13066	10793	4632	12107	9870
TUBA8	2416	2029	942	2530	1950
TUBB1	53	69	122	87	136
TUBB4	53630	54908	111898	53630	56217
TUBB6	506	944	355	431	561
TUBBP5	96	23	6	34	30
TUFT1	813	838	282	818	668
TULP1	0	0	0	0	0
TULP4	3763	5104	10064	3765	4112
TUSC3	3093	2916	1212	3495	3606
TWF1	1808	2280	3847	1781	2122
TXK	1	0	0	0	4
TXLNB	123	86	79	167	113
TXNDC2	4	2	2	3	0
TXNIP	3873	2813	5483	3439	3661
TYMP	617	654	294	54	215
TYMS	66	377	2675	150	259
TYRO3	11677	14367	12651	10661	10938
TYROBP	886	616	1024	462	770
TYRP1	182	101	1	256	98
TYR	0	0	0	0	0
UBA7	692	302	669	461	565
UBASH3B	1247	1733	233	1408	1156
UBD	13	2	6	4	7
UBE2C	3	6	6	0	0
UBE2E1	2436	2738	4176	2712	3120
UBE2L6	2607	2066	1701	2074	2046
UBE2NL	5	4	2	5	2
UBE2QL1	6541	6145	2056	6465	7481
UBL4B	15	0	4	9	2
UBQLNL	5	4	2	3	0
UBTD2	783	842	1032	793	928
UBXN10	533	249	58	670	461
UBXN2A	249	270	714	275	282
UCA1	0	0	0	0	0
UCHL1	38630	40896	14706	45713	42808
UCMA	0	2	32	2	0
UCN2	0	2	2	3	3
UCN	14	21	42	15	28
UCP1	0	0	0	0	0
UCP2	628	544	817	450	427
UGT1A6	0	0	0	0	0
UGT2B15	0	0	0	0	0
UGT2B7	0	0	0	0	0
UHMK1	1589	1513	439	1975	617
UNC119B	2560	1756	1777	2537	2085
UNC13A	21059	18807	3640	21059	15684
UNC13C	3764	2191	366	2952	2044
UNC13D	135	252	472	113	169
UNC45B	0	0	0	1	1
UNC5A	7305	6322	1540	6701	5483
UNC5CL	15	31	161	14	24
UNC5C	256	466	1397	374	298
UNC5D	1953	903	204	2081	1062
UNC80	6824	5361	1117	8572	5028
UNC93B1	793	229	671	433	499
UNCX	0	0	0	0	0
UPF0639	11	17	2	22	10
UPK2	8	4	5	7	5
UPK3A	0	0	9	4	5
UPP1	243	365	343	310	355
UPP2	95	74	21	128	174
USH1C	231	224	1368	177	255
USH1G	1	0	1	1	4
USP12	1593	1958	1116	1650	1115
USP17L2	0	0	0	0	0
USP18	377	131	194	144	155
USP26	0	0	0	0	0
USP29	0	0	0	0	0
USP31	2721	2539	4806	2915	2929
USP3	251	255	361	242	371
USP49	67	49	52	50	28
USP50	0	0	0	0	0
UST	677	760	515	778	870
UTS2R	9	20	3	9	3
UTS2	0	0	0	0	0
UXT	591	651	976	536	693
VAMP1	2941	2656	3413	3421	3598
VAMP2	42480	46100	24571	43835	43471
VAMP5	515	592	594	376	455
VAMP8	301	176	337	80	193
VANGL1	142	155	162	145	131
VANGL2	826	975	1400	1036	994
VASH2	66	59	35	42	56
VASP	447	948	688	411	701
VAT1	2163	2644	5452	2688	2498
VAX1	69	71	501	85	84
VAX2	40	11	16	17	15
VCAM1	243	915	322	370	453
VCAN	2645	2539	6331	3183	2487
VCX3B	0	0	0	0	0
VEGFA	2020	3770	2202	1734	1717
VENTX	10	13	4	17	11
VEPH1	4	4	1	6	2
VGLL1	0	0	0	0	0
VGLL2	0	0	5	0	0
VHLL	0	0	0	0	0
VIL1	0	0	0	0	0
VIM	12049	13876	10727	10008	12272
VIPR1	1759	1680	271	1564	1236
VIPR2	273	106	89	550	322
VIP	1072	510	125	1239	1116
VLDLR	1207	1133	3346	1274	1270
VMO1	31	28	28	26	33
VN1R2	1	0	0	0	1
VNN1	7	0	7	4	0
VNN2	9	5	15	10	13
VOPP1	2878	3124	1586	2711	2771
VSIG10	257	352	539	350	326
VSIG2	36	9	4	13	15
VSIG4	1781	698	470	433	357
VSNL1	41830	36210	6671	37880	41830
VSTM2A	3948	1703	588	3928	3471
VSTM2B	1449	2468	1811	1674	1511
VSTM2L	6967	5571	1170	6163	5751
VTCN1	1	0	5	1	1
VWA3B	23	7	46	23	14
VWA5B2	1639	2353	811	2462	1558
VWCE	174	54	58	206	71
VWF	3134	3740	2137	2671	2581
WASF1	12318	7251	3605	10619	11758
WAS	314	204	314	159	177
WBP5	1095	1303	2131	1038	1232
WBSCR17	9380	10083	2309	9534	8204
WBSCR26	0	0	0	0	0
WBSCR28	0	0	0	0	0
WDHD1	182	125	170	160	150
WDR17	3493	2133	646	3770	2526
WDR34	1018	904	789	994	963
WDR38	0	0	1	0	0
WDR47	9222	9500	4277	9380	8690
WDR49	37	23	78	28	59
WDR52	1307	2507	242	1346	988
WDR62	118	254	163	85	61
WDR63	1	1	1	2	4
WDR72	1	2	0	6	6
WDR76	75	52	87	89	42
WDR78	94	77	149	69	75
WDR7	7367	6671	4540	8357	5929
WDR90	289	225	628	401	430
WDR93	4	5	10	6	6
WEE1	114	233	85	97	94
WEE2	6	2	9	1	1
WFDC10B	0	0	0	0	0
WFDC12	0	0	0	0	0
WFDC13	0	0	0	0	0
WFDC3	4	2	6	1	10
WFDC5	0	0	0	0	0
WIF1	1969	2443	72	2496	4039
WIPF3	572	318	111	440	285
WISP3	1	0	1	1	1
WIT1	0	0	0	0	0
WLS	4364	5481	4851	5258	4825
WNK2	8417	5906	2211	8018	5249
WNK4	22	21	30	38	20
WNT10B	1579	1664	442	1675	1318
WNT11	7	11	26	7	10
WNT1	10	147	9	13	14
WNT2	118	445	84	111	158
WNT3A	0	0	0	0	0
WNT5A	462	346	206	462	379
WNT6	14	15	13	12	9
WNT8A	5	18	3	3	2
WSCD1	2082	3104	3358	2281	2275
WSCD2	2867	2815	524	4451	2849
WT1	1	0	0	0	1
WWTR1	244	680	135	241	198
XAGE3	0	0	0	0	0
XCL2	0	0	1	0	1
XCR1	0	0	0	0	0
XDH	0	0	0	0	0
XG	2	1	1	1	0
XIRP1	25	309	203	74	167
XIRP2	1	1	0	0	0
XKR3	0	0	0	0	0
XKR4	365	281	90	421	161
XKR6	9	25	9	12	17
XKRX	0	0	4	3	4
XK	1748	1008	350	1698	1222
XPNPEP2	3	4	7	1	0
XRCC2	23	18	24	23	19
XRCC4	97	121	309	108	131
XRCC6BP1	139	94	90	134	153
XRN2	1563	1964	1962	1634	1654
YAP1	1500	1475	832	1701	1223
YBX1	3518	4368	8238	3411	4219
YBX2	72	63	6	91	72
YEATS4	551	428	732	475	603
YES1	1118	1316	2110	1146	1112
YIF1A	892	1032	2130	858	964
YIPF7	5	8	5	2	2
YJEFN3	1823	1828	852	2065	2494
YPEL2	3023	3291	5318	3337	3255
YPEL4	1987	1131	1816	1956	2331
YSK4	14	4	1	15	8
YWHAG	90375	78010	23861	87951	85491
YWHAH	72018	57641	15304	66186	81598
YWHAZ	54908	52012	25160	55564	59827
YY2	14	19	17	22	8
ZACN	1	0	2	1	0
ZAP70	15	20	6	21	34
ZAR1L	0	0	0	0	0
ZAR1	0	0	0	0	0
ZBED3	49	43	281	42	37
ZBP1	10	4	11	1	1
ZBTB12	205	205	786	220	226
ZBTB20	8	15	42	17	15
ZBTB26	72	104	284	84	83
ZBTB42	57	85	62	49	45
ZBTB7A	3625	3099	2567	3640	2801
ZBTB8B	49	47	41	66	56
ZC3H12A	33	152	45	44	108
ZC3H12B	1245	1027	557	1164	1046
ZC3HAV1	1252	953	733	895	740
ZC3HC1	630	607	655	656	700
ZCCHC12	4671	3500	1092	4728	4564
ZCCHC16	5	3	31	8	7
ZCCHC4	113	172	353	146	196
ZCCHC5	0	0	0	0	0
ZDBF2	3230	2636	669	3468	2196
ZDHHC19	4	0	3	6	4
ZDHHC23	1666	2210	289	1937	1595
ZDHHC8P1	789	988	385	943	664
ZEB1	3987	3430	1227	4206	3121
ZFAND6	1577	1227	1793	1499	1715
ZFATAS	0	0	0	0	0
ZFP36L1	4962	6082	4587	4793	5125
ZFP36L2	2062	3598	4262	2416	2652
ZFP57	18	67	780	15	93
ZFR2	1204	837	279	1289	1026
ZFYVE28	1930	1877	934	2038	1964
ZFYVE9	4511	4617	2401	4978	4379
ZG16B	0	0	1	1	1
ZGLP1	46	41	38	72	85
ZIC1	489	218	259	681	234
ZIC3	40	37	31	36	47
ZIC4	42	14	38	65	41
ZIM2	164	168	37	196	61
ZIM3	0	0	0	0	0
ZMAT4	809	493	138	926	971
ZMYND10	69	40	73	49	52
ZMYND15	71	49	108	55	79
ZNF107	371	319	610	308	251
ZNF114	28	36	49	40	42
ZNF121	43	66	66	44	45
ZNF124	92	32	61	32	42
ZNF167	126	111	175	120	107
ZNF193	129	164	458	164	212
ZNF19	45	61	103	62	91
ZNF204P	2706	1579	563	2923	2552
ZNF20	71	77	165	105	99
ZNF215	67	60	17	103	73
ZNF217	256	371	421	254	324
ZNF219	1080	1256	837	1235	1167
ZNF22	879	1200	1547	842	1055
ZNF257	32	16	33	21	15
ZNF275	1929	1886	2551	1785	1630
ZNF280A	0	0	0	0	0
ZNF286B	83	92	135	126	108
ZNF28	214	284	319	269	275
ZNF296	39	38	34	39	45
ZNF300	95	117	396	125	119
ZNF311	31	28	109	25	41
ZNF321	8	18	33	17	18
ZNF345	69	72	200	90	85
ZNF365	6129	7238	6020	6073	5531
ZNF367	72	167	529	69	61
ZNF382	465	308	245	572	499
ZNF385B	1162	701	198	1180	1073
ZNF389	23	29	73	31	40
ZNF396	69	42	143	44	49
ZNF423	897	850	536	842	710
ZNF431	144	125	306	153	118
ZNF433	126	154	135	117	151
ZNF442	33	42	44	39	35
ZNF462	726	586	1405	928	649
ZNF474	2	6	10	3	1
ZNF479	0	0	0	0	0
ZNF480	194	242	522	288	228
ZNF483	705	495	300	731	385
ZNF486	32	27	52	33	18
ZNF491	61	78	108	66	58
ZNF492	21	4	9	6	6
ZNF501	137	116	276	125	115
ZNF502	232	235	316	162	206
ZNF521	1105	840	1127	1085	1074
ZNF530	61	54	85	70	68
ZNF536	748	1524	7157	893	1286
ZNF541	31	17	39	22	22
ZNF555	128	128	196	113	105
ZNF558	592	584	877	596	552
ZNF559	424	458	727	411	530
ZNF560	0	1	2	1	2
ZNF572	58	57	190	77	64
ZNF578	164	170	258	143	147
ZNF581	243	173	330	210	223
ZNF600	34	37	85	31	34
ZNF616	173	167	255	159	137
ZNF621	1059	1109	2331	1220	1172
ZNF630	87	90	135	89	94
ZNF645	0	0	0	0	0
ZNF660	35	52	52	45	28
ZNF667	1604	1586	1075	1652	1224
ZNF670	106	123	119	120	73
ZNF676	17	8	37	4	7
ZNF677	103	68	119	59	83
ZNF678	63	101	126	99	62
ZNF679	0	0	0	0	0
ZNF683	0	0	3	1	0
ZNF695	11	8	6	14	4
ZNF69	17	21	107	29	30
ZNF700	183	212	443	191	268
ZNF702P	438	270	46	470	533
ZNF735	0	0	0	0	0
ZNF750	1	0	3	1	1
ZNF792	54	64	134	50	44
ZNF80	0	0	0	0	1
ZNF813	50	26	116	59	41
ZNF823	81	82	153	58	66
ZNF831	600	308	96	533	376
ZNF843	85	62	71	75	33
ZNF844	241	198	302	273	240
ZNF85	117	127	193	116	130
ZNF860	42	19	6	57	25
ZNF878	0	5	2	1	2
ZNF880	490	240	157	156	93
ZNF90	69	62	191	24	80
ZNF93	35	56	106	46	26
ZNRD1	160	206	349	109	207
ZP1	0	2	0	3	0
ZP2	0	0	0	0	0
ZPBP	0	0	0	0	0
ZSCAN10	0	0	0	2	0
ZSCAN12P1	28	54	267	57	47
ZSCAN23	97	66	94	83	55
ZSWIM4	269	383	325	304	315
ZWINT	140	101	228	144	144
ZYG11A	1	0	0	0	0
ZYX	3521	5044	2766	3744	3698
psiTPTE22	38	76	966	36	53
tAKR	0	0	0	0	0
